index	sentence1	sentence2	label
12396	"When you turn on the laptop, does it show ""momentary signs of life"" before dying?"	Yes, there are momentary signs of life when I switch my laptop on. They occur just before my laptop dies.	entailment
12397	Are you staying at a hotel?	I booked an AirBnB.	contradiction
12398	Do you like outdoor activities?	I'm always outside.	entailment
12399	Did the blink code indicate the engine is OK?	Hmmm. Looks like something is wrong.	contradiction
12400	Is your job a manual labor?	I work in an office.	contradiction
12401	Did you recently change your car tires?	I have not changed my car tires recently.	contradiction
12402	Are you happy with your salary?	I can't complain.	entailment
12403	Do you want to grab some food?	I don't have time.	contradiction
12404	Do you live here?	I am just passing through.	contradiction
12405	Is your job close to home?	I have a long commute.	contradiction
12406	Are the car's battery connectors clean and good?	The car battery connectors are clean.	entailment
12407	Did you recently upgrade your laptop's BIOS?	The BIOS has not been upgraded for a while now. I wonder if the BIOS is the problem. 	contradiction
12408	Are you able to afford it?	I saved a lot of money.	entailment
12409	Do you need a ride?	I can take the bus.	contradiction
12410	Did you recently inspect the threads in your car tires?	Inspecting the treads in my tires is not something I have ever thought to do.	contradiction
12411	Is this a profession you want to stay in?	I think it probably is	entailment
12412	Do you get engulfed in the story?	I loose touch with reality.	entailment
12413	Is there a spark from the ignition coil?	Where do I find the ignition coil?	neutral
12414	Do you hear a clunking noise from your car, as opposed to ticking noise?	I hear more of a clunking noise.	entailment
12415	Do you have a working rescue CD?	I don't have a working rescue CD.	contradiction
12416	Restore to default firewall settings and remove network rules. Reboot your laptop and you will be able to connect to the internet now.	I followed you instructions and I now have an internet connection. I really appreciate your help. Thank you so much!	neutral
12417	Would you like to borrow Robinson Crusoe?	It is not a book I want to read	contradiction
12418	Did you enjoy the Harry Potter series?	I finished those years ago.	neutral
12419	Are there any noises when you brake?	I'm not hearing any noises when I press the brakes.	contradiction
12420	Are you into modern art?	I like some of it but I prefer surreal artists.	entailment
12421	Do you want to go for a drink?	I don't drink booze.	contradiction
12422	Do you make art?	I try my hand at it now and then.	entailment
12423	Did anyone play an instrument in your household when you were growing up?	My sister played sax.	entailment
12424	Can you hear the CPU fan or the hard drive spin?	I can hear the laptop's hard drive spinning. I also can hear the CPU fan running.	entailment
12425	When you turn the key, does the starter crank?	I can hear it start whenever I turn the key.	entailment
12426	Are you facing an intermittent connection?	No, I don't experience that.	contradiction
12427	Are you new to town?	I lived here when I was young.	contradiction
12428	Do you want to go out to a restaurant?	That sounds good to me	entailment
12429	Would you like pizza tonight?	Sounds great.	entailment
12430	Does any of your tires have a loose hub cap?	No, none of the hub caps on my car are loose.	contradiction
12431	Do you smell antifreeze? It's usually a sweet smell.	Could you tell me what that is exactly?	neutral
12432	Can you smell burning or see smoke coming out of the laptop?	I cannot see any smoke. I also cannot smell anything unusual.	contradiction
12433	Do you like jazz concerts?	I enjoy hearing jazz whenever I can.	entailment
12434	Have you hiked any of the local trails?	I've only hiked on the west coast.	contradiction
12435	Do you listen to the same music as your parents?	My parents don't listen to music.	contradiction
12436	Are you still working at the same place?	I've been there years now.	entailment
12437	Did you used to live in my old neighborhood?	I lived a couple blocks away from you.	entailment
12438	Do you still go to watch the football at the weekends ?	I am still a season ticket holder at Everton.	entailment
12439	Are you facing any issue with accessories such as wipers, radio or heater blower?	The wipers are working fine. The heater blower and radio are working fine as well.	contradiction
12440	Does the car stall while warm?	Yes the car does stall while it is warm.	entailment
12441	Did all of your luggage arrive?	I have everything.	entailment
12442	Would you like to walk out together?	Let's walk to our cars together.	entailment
12443	Are you interested in historical novels?	They put me to sleep.	contradiction
12444	Does your laptop freeze when it overheats?	Yes, it will stop working once it overheats.	entailment
12445	Are things okay?	Everything has been great!	entailment
12446	Will you be able to manage the payments?	My budget is large enough.	entailment
12447	Is your laptop display rotated 90 degrees or upside-down?	No, it looks just fine.	contradiction
12448	Is there steaming or leak from the cooling system?	I do not see that. I do not see anything leaking.	contradiction
12449	Do you like to garden?	I have an acre of garden.	entailment
12450	Have you ever been to Glastonbury?	I hope to get there someday.	contradiction
12451	Hey since the weather has gotten colder did you want to grab some potato soup?	Potato soup sounds strange.	contradiction
12452	Have you heard any new music recently?	Nothing that I can think of	contradiction
12453	Have you read the new Game of Thrones books?	I'm waiting for the last one to come out.	contradiction
12454	Do you need to pump the brake pedal several times before it firms up?	I need to pump them a lot. Otherwise, the pedal and brakes stay too soft.	entailment
12455	Do you have any fun plans for the weekend?	I'm going out to dinner	entailment
