index	sentence1	sentence2	label
10034	Are you going to have roommates?	I prefer to live alone.	contradiction
10035	Is the new job full time?	It will be about 55 hours a week.	entailment
10036	Is there a open circuit in the ignition switch?	I checked the ignition switch but didn't find an open circuit.	entailment
10037	Can I buy you a drink?	That would be great.	entailment
10038	Did you get outside and enjoy the sunny weather last weekend?	I had to paint my kitchen.	contradiction
10039	When the power supply is connected to the laptop, does the power LED flicker?	I can't see it flicker when the laptop is connected with the power supply.	contradiction
10040	Is the voltage regulator in your car good?	I don't know how to check if it is in good shape. Can you tell me how to check that?	neutral
10041	Do you want to watch a movie together?	Let's go see that new sci-fi.	entailment
10042	Is there steaming or leak from the cooling system?	The cooling system seems to be leaking. There's steam coming out too.	entailment
10043	You have no power because you battery connectors are corroded to the point that there is an insulating layer of rust. Replacing them will resolve your issue.	I took out the rusted battery terminals and replaced them with new ones, and the issue went away. I appreciate your help. I was a quick and simple fix!	neutral
10044	Are you facing any issue with accessories such as wipers, radio or heater blower?	Each of those parts are not problematic. They are running and operating smoothly.	contradiction
10045	Do you want to grab a bite?	I'm not hungry.	contradiction
10046	Do you like to read romances?	I've never had the heart for it.	contradiction
10047	Have you ever tried contra dancing?	I've never tried dancing like that before.	contradiction
10048	Do you have any pets?	I have a few pets	entailment
10049	Do you like outside concerts?	I prefer the radio.	contradiction
10050	Have any plans for tonight?	My kids have some movies picked out.	entailment
10051	Do you intend to live in the flat ?	The flat is for me and my husband.	entailment
10052	Does the fan turn on when the engine warms up?	The fan does run with the engine starts. Even when engine gets very hot.	entailment
10053	Do you have five years of experience?	Six or seven actually.	entailment
10054	Would you consider yourself a fictional reader?	I haven't read fiction since high school.	contradiction
10055	Would you like to join me for a run sometime?	I prefer to run alone.	contradiction
10056	Did you have a good workday?	My day has been very productive.	entailment
10057	Shall we going shopping?	Let's save our money.	contradiction
10058	Have you read Fifty Shades of Gray?	I've only seen the movie version.	contradiction
10059	Do you like illustrations?	I think they enhance the book.	entailment
10060	Have you been trying to eat healthier?	I always eat fresh fruits and vegetables.	entailment
10061	Are the brakes making squealing noise when you apply them?	There isn't any squealing noise when I apply the brakes.	contradiction
10062	Have you ever been to a roller derby?	I used to be captain of a roller derby team.	entailment
10063	Is your laptop's fan running when it overheats?	 I don't think it's running.	contradiction
10064	Is a blotch or stain growing on your LCD?	I am not seeing a blotch on my LCD screen.	contradiction
10065	Is there a playground nearby?	I was going to ask you!	neutral
10066	Will you have to share the flat with anyone?	I'm too old for roommates.	contradiction
10067	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	The power LED light does turn on when the laptop is plugged in. The light is bright green.	entailment
10068	Are you planning to drink?	I don't have to drive.	entailment
10069	Is fast food okay with you?	It is definitely OK with me	entailment
10070	Do you attend concerts?	I go to as many as I can.	entailment
10071	Are you into museums?	I find them tiresome.	contradiction
10072	Have you gone to any good concerts lately?	The last concert I went to was in fifth grade.	contradiction
10073	Is it in a good part of town?	It's Manhattan.	entailment
10074	Are you facing any issue with accessories such as wipers, radio or heater blower?	All of the accessories, including wipers, radio, and heater blower, are working properly.	contradiction
10075	Would you ever sky dive?	I would be too scared.	contradiction
10076	Can it have a heavy bass?	I prefer classical music.	contradiction
10077	Do you prefer books published recently?	I'm not fussy when my books are published.	neutral
10078	Would you like to watch a show?	Watching a show sounds good.	entailment
10079	Are you familiar with the area?	I haven't toured around much.	contradiction
10080	Is is close to the Subway station?	About half way between two stations.	entailment
10081	Would you be interested in a book club?	That's boring	contradiction
10082	Does the laptop BIOS show that the hard drive is installed?	The BIOS is showing that it is not installed. I'm not sure what was done incorrectly.	contradiction
10083	When you turn the key, does the starter crank?	I can hear it start whenever I turn the key.	entailment
10084	Is disk golf fun to you?	What's that?	contradiction
10085	Will you be close to work?	I can get to work in 10 minutes.	entailment
10086	Are you stressed at work?	It is too much for me.	entailment
10087	Are you using your laptop in a hot environment?	Quite the opposite. The temperature is very cold here.	contradiction
10088	The problem is with the distributor cap. Please check for erosion or excess build up.	You're right, I'm checking and there's a lot of build up in the distributor cap. I will have this taken care of immediately. Thank you for your advice. 	neutral
10089	Do you have family that will live here too?	They're close by.	entailment
10090	Have you read the new Stephen King book?	I'm waiting for the paperback.	contradiction
10091	Are you going to any concerts this year?	I just bought tickets to see Thom Yorke!	entailment
10092	Is the display very dim and barely visible?	It is unclear and dim.	entailment
